title,link
The Deal Names White & Case Partners “Top Women in Dealmaking”,https://www.whitecase.com/firm/awards-rankings/award/deal-names-white-case-partners-top-women-dealmaking
"SD Biosensor seeks more M&As, to build diagnostic kit plant in US",https://www.kedglobal.com/mergers-acquisitions/newsView/ked202207100003
Ferrero Group captures Blue Bunny with Wells acquisition,https://www.foodbusinessnews.net/articles/22791-ferrero-group-captures-blue-bunny-with-wells-acquisition
Acquisitive brokers keep buying rivals,https://www.businessinsurance.com/article/20220712/NEWS06/912350981/Acquisitive-brokers-keep-buying-rivals-Optis-Partners-LLC
Dentons advises Astorg on its acquisition of a majority stake in Avania,https://www.dentons.com/en/about-dentons/news-events-and-awards/news/2022/july/dentons-advises-astorg-on-its-acquisition-of-a-majority-stake-in-avania
Francisco Partners completes $1B buyout of IBM Watson Health,https://healthexec.com/topics/healthcare-management/mergers-and-acquisitions/francisco-partners-completes-1b-buyout-ibm
Henry Schein completes Condor Dental acquisition,https://www.massdevice.com/henry-schein-condor-dental-acquisition/
AstraZeneca to buy blood cancer focused biotech in deal valued at up to $1.27bn,https://www.biopharma-reporter.com/Article/2022/07/05/AstraZeneca-to-buy-blood-cancer-focused-biotech
$6 billion Oasis and Whiting Petroleum merger latest in accelerating deals market,https://www.houstonchronicle.com/business/energy/article/6-billion-Oasis-and-Whiting-Petroleum-merger-17284929.php
Innoviva enters agreement to acquire La Jolla Pharmaceutical Company,https://www.pharmaceutical-technology.com/news/innoviva-to-acquire-la-jolla/
Ultimate goal: value creation in M&A,https://www.financierworldwide.com/ultimate-goal-value-creation-in-ma
Apple MDM industry outlook: M&A on the way,https://www.computerworld.com/article/1612194/apple-mdm-industry-outlook-mergers-acquisitions.html
Merger arbitrage funds go hunting as corporate deals come under threat,https://www.ft.com/content/2d304b10-c266-4ecd-826f-093ba030ef73
International Game Technology PLC Announces Completion of Acquisition of iSoftBet,https://www.prnewswire.com/news-releases/international-game-technology-plc-announces-completion-of-acquisition-of-isoftbet-301579765.html
"Kaseya Fires Back, Rebukes Accusations from Datto Founder in Internal Email",https://www.channelfutures.com/mergers-acquisitions/kaseya-fires-back-rebukes-accusations-from-datto-founder-in-internal-email
"Orchestra BioMed cues up Medtronic partnership, $400M SPAC deal",https://www.fiercebiotech.com/medtech/orchestra-biomed-cues-medtronic-partnership-400m-spac-deal
How Pfizer CEO Bourla's evening call brought Biohaven back into the M&A fold,https://www.fiercepharma.com/pharma/how-pfizer-ceo-bourlas-evening-call-brought-biohaven-back-ma-bandwagon
SSM Health acquires Saint Louis University's academic medical practice,https://www.fiercehealthcare.com/providers/ssm-health-acquires-saint-louis-universitys-academic-medical-practice
"Watson Health, under new investment firm ownership, is reborn as Merative",https://www.fiercehealthcare.com/health-tech/watson-health-under-new-investment-firm-ownership-reborn-merative
PreZero Luxembourg expands with acquisition,https://www.recyclingtoday.com/article/prezero-luxembourg-buys-francois
"SD Biosensor, SJL Partners to acquire Meridian Bioscience for $1.53 bn",https://www.kedglobal.com/mergers-acquisitions/newsView/ked202207070022
Enovis completes Insight Medical acquisition,https://www.massdevice.com/enovis-completes-insight-medical-acquisition/
White & Case advises Morgan Stanley Infrastructure Partners on indirect sale of VTG shares,https://www.whitecase.com/news/press-release/white-case-advises-morgan-stanley-infrastructure-partners-indirect-sale-vtg
"BradyIFS Makes Northeast Splash, Acquires Hill & Markes",https://www.mdm.com/news/operations/mergers-acquisitions/bradyifs-makes-northeast-splash-acquires-hill-markes/
Argosy Healthcare Partners Completes the Recapitalization and Merger of Hudson Robotics & Art Robbins Instruments,https://www.prnewswire.com/news-releases/argosy-healthcare-partners-completes-the-recapitalization-and-merger-of-hudson-robotics--art-robbins-instruments-301584621.html
"Fortis Fire, a leading national fire protection company, launches rebranded web and social presence as acquisitions heat up.",https://www.prnewswire.com/news-releases/fortis-fire-a-leading-national-fire-protection-company-launches-rebranded-web-and-social-presence-as-acquisitions-heat-up-301584506.html
How To Thrive In The Coming Startup Acquisition Wave,https://www.forbes.com/sites/alexlazarow/2022/07/10/how-to-thrive-in-the-coming-startup-acquisition-wave/
Orrick Advises Luxempart and the other Shareholders on the Sale of Austrian eduPRO Group to Invision,https://www.orrick.com/en/News/2022/07/Orrick-Advises-Luxempart-and-the-other-Shareholders-on-the-Sale-of-Austrian-eduPRO-Group-to-Invision
Acorn Growth Companies' Portfolio Company Aerospares 2000 announces its merger with Sentry Aerospace,https://www.prnewswire.com/news-releases/acorn-growth-companies-portfolio-company-aerospares-2000-announces-its-merger-with-sentry-aerospace-301583714.html
AnaCap’s MRH Trowe completes three additional bolt-on acquisitions,https://www.reinsurancene.ws/anacaps-mrh-trowe-completes-three-additional-bolt-on-acquisitions/
Frontline and Euronav tweak $4bn merger terms in face of opposition,https://www.ft.com/content/0a2066c8-4f2a-4243-abea-4e38fe53f7e3
Vectrus and Vertex close merger and form V2X,https://www.army-technology.com/news/vectrus-vertex-form-v2x-merger-closes/
StoneRidge Insurance Brokers partners up with Knight Archer Insurance,https://www.insurancebusinessmag.com/ca/news/mergers-acquisitions/stoneridge-insurance-brokers-partners-up-with-knight-archer-insurance-412651.aspx
"Infinite Reality, Inc. and ReKTGlobal Announce Close of Half Billion Dollar Acquisition Deal",https://www.prnewswire.com/news-releases/infinite-reality-inc-and-rektglobal-announce-close-of-half-billion-dollar-acquisition-deal-301580699.html
SymphonyAI Acquisition of NetReveal Puts the Heat on Financial Crime Culprits -,https://www.msspalert.com/news/symphonyai-acquisition-of-netreveal-puts-the-heat-on-financial-crime-culprits
"The $750 Million CAA-ICM Merger Will Benefit Mid-Sized Agencies, Says Gersh’s Leslie Siebert",https://variety.com/2022/tv/news/caa-icm-merger-gersh-agency-leslie-siebert-1235307345/
Evotec completes acquisition of Rigenerand,https://www.labiotech.eu/trends-news/evotec-completes-acquisition-of-rigenerand/
AD Completes Merger with Torbsa Limited,https://www.inddist.com/mergers-acquisitions/news/22327097/ad-completes-merger-with-torbsa-limited
Successfully spinning off,https://www.financierworldwide.com/successfully-spinning-off
Korea Zinc buys US e-waste recycling firm for $332 mn,https://www.kedglobal.com/mergers-acquisitions/newsView/ked202207120004
FullSpeed Automotive Shows M&A Midyear Growth With Acquisition of Kwik Kar,https://www.aftermarketnews.com/fullspeed-automotive-announces-acquisition-of-kwik-kar/
Portage raids fellow biotech Tarus for adenosine receptor treasures,https://www.fiercebiotech.com/biotech/portage-raids-fellow-biotech-taurus-its-adenosine-receptor-treasure
Altrad completes Sparrows acquisition,https://www.internationalrentalnews.com/news/altrad-completes-sparrows-acquisition/8021958.article
Ardonagh MGA announces acquisition of Lorega,https://www.insurancebusinessmag.com/uk/news/mergers-acquisitions/ardonagh-mga-announces-acquisition-of-lorega-411953.aspx
Vista Outdoor to Purchase Fox Racing for $540 Million,https://www.outsideonline.com/business-journal/brands/vista-outdoor-to-purchase-fox-racing-for-540-million/
"Atlantic and Ross Aviation Finalize Merger, Add 3 FBOs",https://www.ainonline.com/aviation-news/business-aviation/2022-07-12/atlantic-and-ross-aviation-finalize-merger-add-3-fbos
Elon Musk Moves to End $44 Billion Deal to Buy Twitter (Published 2022),https://www.nytimes.com/2022/07/08/technology/elon-musk-twitter.html
"TKO Miller Advises Curtis Learning, LLC on its Sale to Renovus Capital Partners",https://www.prnewswire.com/news-releases/tko-miller-advises-curtis-learning-llc-on-its-sale-to-renovus-capital-partners-301581675.html
U.K. Clears Cobham to Complete Ultra Acquisition,https://dsm.forecastinternational.com/2022/07/08/uk-clears-cobham-to-complete-ultra-acquisition/
Continental Acquires WCCO Belting,https://www.inddist.com/mergers-acquisitions/news/22327176/continental-acquires-wcco-belting
"SWM and Neenah Complete Merger to Become Mativ, a ~$3 Billion Global Leader in Specialty Materials",https://www.businesswire.com/news/home/20220706005225/en/SWM-and-Neenah-Complete-Merger-to-Become-Mativ-a-3-Billion-Global-Leader-in-Specialty-Materials
Twitter Sues Musk After He Tries Backing Out of $44 Billion Deal (Published 2022),https://www.nytimes.com/2022/07/12/technology/twitter-lawsuit-musk-acquisition.html
"Deals Of The Day: The Latest In Wealth Management M&A – EFG International, AGF, Others",https://www.wealthbriefing.com/html/article.php/Deals-Of-The-Day%3A-The-Latest-In-Wealth-Management-M%26A-%E2%80%93-EFG-International%2C-AGF%2C-Others?id=195042
VR completes acquisition of Arriva Sweden,https://www.railjournal.com/passenger/main-line/vr-completes-acquisition-of-arriva-sweden/
"Britain accepts Ultra, Cobham's undertakings on merger deal",https://www.reuters.com/world/uk/britain-accepts-ultra-cobhams-undertakings-merger-deal-2022-07-06/
Innoviva snaps up La Jolla and its 2 FDA-approved drugs for $149M,https://www.fiercepharma.com/pharma/innoviva-snaps-la-jolla-and-its-two-fda-approved-drugs-149-million
"Orchestra BioMed™ Announces Strategic Collaboration, Closing of $110 Million Private Equity Financing and Plans to List on Nasdaq Through Merger with Health Sciences Acquisitions Corporation 2",https://www.globenewswire.com/news-release/2022/07/05/2473945/0/en/Orchestra-BioMed-Announces-Strategic-Collaboration-Closing-of-110-Million-Private-Equity-Financing-and-Plans-to-List-on-Nasdaq-Through-Merger-with-Health-Sciences-Acquisitions-Corp.html
Unison Capital puts Korea dental scanner maker up for sale,https://www.kedglobal.com/mergers-acquisitions/newsView/ked202207050007
Uría Menéndez and the “Best Friends” group lead the European M&A ranking by value for the first half of 2022,https://www.uria.com/en/prensa/1319-uria-menendez-y-el-grupo-de-best-friends-lideran-el-ranking-europeo-de-fusiones-y-adquisiciones-en-el-primer-semestre-del-ano-2022
Tenneco CEO Brian Kesseler to depart following acquisition,https://www.crainsdetroit.com/auto-suppliers/tenneco-ceo-brian-kesseler-depart-following-acquisition
New Firm Conscious Capital Invests in Main Squeeze Juice Co.,https://www.franchisetimes.com/franchise_mergers_and_acquisitions/new-firm-conscious-capital-invests-in-main-squeeze-juice-co/article_e26b491c-fd42-11ec-9664-7fcd6644dbe4.html
Wolfpack Packaging Acquires Supreme Packaging,https://www.inddist.com/mergers-acquisitions/news/22327172/wolfpack-packaging-acquires-supreme-packaging
Allens advises Igneo Infrastructure Partners on the acquisition of EGP,https://www.allens.com.au/insights-news/news/2022/07/allens-advises-igneo-infrastructure-partners-on-the-acquisition-of-elliott-green-power-australia/
Specialized acquires Denk Engineering and builds Innovation Center in Germany,https://www.bike-eu.com/43310/specialized-acquires-denk-engineering-and-builds-innovation-center-in-germany
Item 9 Labs Acquires Leading Canadian Retail Cannabis Franchise,https://www.franchisetimes.com/franchise_mergers_and_acquisitions/item-9-labs-acquires-leading-canadian-retail-cannabis-franchise/article_0096b28a-fd6d-11ec-a8c4-97f83c0087f9.html
Broadcom Software President Krause to Leave Amid Pending VMware Acquisition,https://www.channelfutures.com/people-on-the-move/broadcom-software-president-krause-to-leave-amid-pending-vmware-acquisition
What to Expect as Media Moguls Head to Sun Valley Amid Epic Tumult and Opportunity,https://www.thewrap.com/sun-valley-media-conference-deals-guests-mergers-acquisitions/
The Intersect Group Acquires Vincent Benjamin,https://www.newswire.com/news/the-intersect-group-acquires-vincent-benjamin-21762741
Q&A: Antitrust due diligence in M&A,https://www.financierworldwide.com/qa-antitrust-due-diligence-in-ma
3 Companies That Might Acquire DocuSign,https://www.fool.com/investing/2022/07/11/3-companies-that-might-acquire-docusign/
Why they sold,https://www.bizjournals.com/albany/news/2022/07/07/mergers-acquisitions-business-valuation-sell.html
7 big-ticket mergers ahead! Here’s what D-St investors must know - Merger-bound stocks to study,https://m.economictimes.com/markets/stocks/news/7-big-ticket-mergers-ahead-heres-what-d-st-investors-must-know/merger-bound-stocks-to-study/slideshow/92691524.cms
Jollyes continues acquisition spree as it aims for £100m turnover,https://www.thegrocer.co.uk/mergers-and-acquisitions/jollyes-continues-acquisition-spree-as-it-aims-for-100m-turnover/669207.article
JSW Steel & JSW Ispat Special Products Merger - 7 big-ticket mergers ahead! Here’s what D-St investors must know,https://m.economictimes.com/markets/stocks/news/7-big-ticket-mergers-ahead-heres-what-d-st-investors-must-know/jsw-steel-jsw-ispat-special-products-merger/slideshow/92691323.cms
Do mutual fund scheme mergers put an extra tax burden on investors?,https://www.valueresearchonline.com/stories/51029/do-mutual-fund-scheme-mergers-put-an-extra-tax-burden-on-investors/
Biden’s FTC Has Blocked 4 Hospital Mergers and Is Poised to Thwart More Consolidation Attempts,https://kffhealthnews.org/news/article/biden-ftc-block-hospital-mergers-antitrust/
Ericsson to Complete Vonage Acquisition,https://www.cxtoday.com/contact-centre/ericsson-complete-vonage-acquisition/
The Biggest Failed Mergers and Acquisitions of the Last Decade,https://247wallst.com/special-report/2022/07/14/the-biggest-failed-mergers-and-acquisitions-of-the-last-decade/
SecurityWeek Analysis: Over 230 Cybersecurity M&A Deals Announced in First Half of 2022,https://www.securityweek.com/securityweek-analysis-over-230-cybersecurity-ma-deals-announced-first-half-2022/
Is it Time to Buy or Sell?,https://www.pctonline.com/article/is-it-time-to-buy-or-sell/
Broker acquisitions keep rolling in 2022 first half,https://www.businessinsurance.com/article/20220718/NEWS06/912351213/Broker-acquisitions-keep-rolling-in-2022-first-half-mergers-and-acquisitions-M%26A
J&J's new CEO Joaquin Duato talks M&A opportunism amid a major biotech depression,https://www.fiercepharma.com/pharma/jjs-new-ceo-duato-talks-ma-opportunism-amid-major-biotech-depression
Computacenter Acquires Business IT Source -,https://www.channele2e.com/news/computacenter-acquires-bits
Broke Colleges Resort to Mergers for Survival,https://www.wsj.com/articles/broke-colleges-resort-to-mergers-for-survival-11658239445
A Deeper Look at Crash Champions' Merger with Service King,https://www.autobodynews.com/news/a-deeper-look-at-crash-champions-merger-with-service-king
Pradco Outdoor Brands Appoints Director Of Mergers And Acquisitions,https://fishingtackleretailer.com/pradco-outdoor-brands-appoints-director-of-mergers-and-acquisitions/
Vitruvian Partners Becomes Meriplex Majority Shareholder,https://www.channelfutures.com/mergers-acquisitions/vitruvian-partners-becomes-meriplex-majority-shareholder
DTN’s CTO on combining IT systems after a merger,https://www.cio.com/article/403143/dtns-cto-on-combining-it-systems-after-a-merger.html
Direct Healthcare Startup Nomi Health Expands With Two New Acquisitions,https://www.forbes.com/sites/debgordon/2022/07/13/direct-healthcare-startup-nomi-health-expands-with-two-new-acquisitions/
"More M&A activity expected in MRO and aftermarket sectors, says Lazard Frères",https://www.aviationbusinessnews.com/mro/latest-news-mro/more-ma-activity-expected-in-mro-and-aftermarket-sectors-says-lazard-freres/
Centre Technologies Acquires TXSG -,https://www.channele2e.com/news/centre-technologies-acquires-txsg
Tower Arch Capital Buys Intelligent Technical Solutions as First Step Into MSP Market,https://www.channelfutures.com/mergers-acquisitions/tower-arch-capital-buys-intelligent-technical-solutions-as-first-step-into-msp-market
Mastek Acquires Salesforce Cloud Consulting Firm MST Solutions -,https://www.channele2e.com/news/mastek-acquires-salesforce-mst-solutions
FTC Official: Antitrust Push in Health Care Must Focus on a Merger’s ‘Human Impact’,https://kffhealthnews.org/news/article/ftc-interview-antitrust-health-care-hospital-mergers-human-impact/
Health care prices: Why Biden's FTC is blocking hospitals from merging,https://www.usatoday.com/story/news/health/2022/07/17/health-care-biden-ftc-blocking-hospital-mergers/10047458002/
Computacenter Expands U.S. Footprint with Acquisition of Business IT Source,https://www.channelfutures.com/mergers-acquisitions/computacenter-expands-u-s-footprint-with-acquisition-of-business-it-source
Unity Is Set To Acquire IronSource For $4.4 Billion,https://www.adexchanger.com/mobile/unity-is-set-to-acquire-ironsource-for-4-4-billion/
Panera Brands SPAC Deal With Danny Meyer Is Off,https://www.franchisetimes.com/franchise_mergers_and_acquisitions/panera-brands-spac-deal-with-danny-meyer-is-off/article_753e4db0-fe20-11ec-96ba-fb0512a0807e.html
Mosaic transactional liability team rounds out first year with promotions,https://www.insurancebusinessmag.com/us/news/mergers-acquisitions/mosaic-transactional-liability-team-rounds-out-first-year-with-promotions-413078.aspx
Fellow Barber Enters Merger Agreement With Rudy’s Barbershops,https://wwd.com/business-news/mergers-acquisitions/fellow-barber-merger-rudys-barbershops-1235255821/
Molina to acquire Wisconsin Medicaid plan in $150M deal,https://www.fiercehealthcare.com/payers/molina-acquire-wisconsin-medicaid-plan-150m-deal
Toyota Material Handling Acquires PennWest Toyota Lift,https://www.rermag.com/mergers-acquisitions/article/21246894/toyota-material-handling-acquires-pennwest-toyota-lift
CDMOs are becoming emerging technology leaders,https://www.ey.com/en_lv/strategy/how-cdmo-companies-are-leading-innovation-for-pharmaceutical-partners
"A year after public debut, ironSource to merge with US gaming firm in $4b stock deal",https://www.timesofisrael.com/a-year-after-public-debut-ironsource-to-merge-with-us-gaming-firm-in-4b-stock-deal/
"Nomi Health acquires Everyone Health, Sano Surgery to grow its direct contracting provider network",https://www.fiercehealthcare.com/payers/nomi-health-acquires-everyone-health-sano-surgery-grow-its-direct-contracting-provider
Unity and ironSource announce merger,https://www.pocketgamer.biz/unity-and-ironsource-announce-merger/
A Running Timeline of Sustainability/ESG Investments and M&A,https://www.thefashionlaw.com/a-running-timeline-of-sustainable-centric-investments-and-ma/
"With data for 11 patients in, Ultragenyx ready to sign away $75M for Angelman partner GeneTx",https://www.fiercebiotech.com/biotech/after-phase-12-data-drop-ultragenyx-acquires-partner-genetx-75m-c
BNPL firms Zip and Sezzle agree to call off proposed merger agreement,https://www.fintechfutures.com/2022/07/bnpl-firms-zip-and-sezzle-agree-to-call-off-proposed-merger-agreement/
Taxand 2022 Global Guide to M&A Tax,https://www.alvarezandmarsal.com/insights/taxand-2022-global-guide-ma-tax
Velocity Truck Centers expands into Kentucky market,https://www.truckpartsandservice.com/business/mergers-acquisitions/article/15294350/velocity-truck-centers-expands-into-kentucky-market
"Simplicity Completes its 41st Acquisition, Welcoming Life Policy Pros to the Group and Founder Michael Kelly as Partner",https://www.prnewswire.com/news-releases/simplicity-completes-its-41st-acquisition-welcoming-life-policy-pros-to-the-group-and-founder-michael-kelly-as-partner-301586334.html
Oracle agrees to acquire Cerner for $28bn,https://www.financierworldwide.com/oracle-agrees-to-acquire-cerner-for-28bn
Fenix Parts completes acquisition of auto recyclers in New York,https://www.recyclingtoday.com/news/fenix-parts-completes-acquisitions/
"EU's Vestager: has 'killer' merger deals in sight, may use court-endorsed power",https://www.reuters.com/markets/deals/eus-vestager-has-killer-merger-deals-sight-may-use-court-endorsed-power-2022-07-15/
CDMOs are becoming emerging technology leaders,https://www.ey.com/en_ao/strategy/how-cdmo-companies-are-leading-innovation-for-pharmaceutical-partners
Indian health tech startup MediBuddy acquires telehealth platform Clinix,https://www.mobihealthnews.com/news/asia/indian-health-tech-startup-medibuddy-acquires-telehealth-platform-clinix
How A Recession Would Impact The Indian IT And M&A,https://zinnov.com/mergers-and-acquisitions/impact-of-recession-on-indian-it-and-mergers-and-acquisitions-blog/
Blue Bell Mattress expands with acquisition of Indiana manufacturer,https://www.furnituretoday.com/bedding-manufacturers/blue-bell-mattress-expands-with-acquisition-of-indiana-manufacturer/
Emerald Holding acquires wholesale marketplace Bulletin,https://businessofhome.com/articles/emerald-holding-acquires-wholesale-marketplace-bulletin
BD completes Parata Systems acquisition,https://www.massdevice.com/bd-completes-parata-systems-acquisition/
EU General Court confirms European Commission's Article 22 EUMR referral policy,https://www.whitecase.com/insight-alert/eu-general-court-confirms-european-commissions-article-22-eumr-referral-policy
US LBM to Acquire Foxworth-Galbraith Lumber Company,https://www.inddist.com/mergers-acquisitions/news/22327323/us-lbm-to-acquire-foxworthgalbraith-lumber-company
Twitter-Musk saga provides lessons for any strategic transaction,https://www.calcalistech.com/ctechnews/article/hy11gctg2c
"CJ’s TVing, KT’s Seezn set for merger to challenge OTT leader Netflix",https://www.kedglobal.com/mergers-acquisitions/newsView/ked202207130007
PITT OHIO adds New York LTL service via acquisition,https://www.ccjdigital.com/business/article/15294363/pitt-ohio-adds-new-york-ltl-service-via-acquisition
Private Equity Invests in Financial Services Technology Provider Pico -,https://www.channele2e.com/news/private-equity-invests-in-financial-services-technology-provider-pico
Aon adds three to M&A and transaction solutions team,https://www.insurancebusinessmag.com/uk/news/mergers-acquisitions/aon-adds-three-to-manda-and-transaction-solutions-team-413065.aspx
Generational Equity Advises Warren Truss in its Sale to Stark Truss,https://www.businesswire.com/news/home/20220715005028/en/Generational-Equity-Advises-Warren-Truss-in-its-Sale-to-Stark-Truss
Rexel USA Acquires Horizon Solutions,https://www.mdm.com/news/operations/mergers-acquisitions/rexel-usa-acquires-horizon-solutions/
Is Petro-Canada For Sale?,https://cspdailynews.com/mergers-acquisitions/petro-canada-sale
"Hopdoddy Burger Bar strengthens operations, looks to acquisitions for growth",https://www.nrn.com/snapshots-success/hopdoddy-burger-bar-strengthens-operations-looks-acquisitions-growth
UPDATE: Service King to merge with Crash Champions in August,https://www.repairerdrivennews.com/2022/07/14/service-king-to-merge-with-crash-champions-in-august/
Centene completes sale of PANTHERx subsidiary,https://www.fiercehealthcare.com/payers/centene-sell-2-pharmacy-subsidiaries
Saudi Arabia’s General Authority for Competition blocks vertical merger in the gas sector for the first time,https://www.whitecase.com/insight-alert/saudi-arabias-general-authority-competition-blocks-vertical-merger-gas-sector-first
What's next for Acrisure's UK retail business?,https://www.insurancebusinessmag.com/uk/news/mergers-acquisitions/whats-next-for-acrisures-uk-retail-business-413114.aspx
"Craig Stein Beverage and the Odom Corporation to Merge in Parts of Washington, Idaho and Oregon",https://www.brewbound.com/news/craig-stein-beverage-and-the-odom-corporation-to-merge-in-parts-of-washington-idaho-and-oregon/
Rexel USA to Acquire Horizon Solutions,https://www.inddist.com/mergers-acquisitions/news/22340079/rexel-usa-to-acquire-horizon-solutions
FMC Corporation completes acquisition of BioPhero ApS,https://www.prnewswire.com/news-releases/fmc-corporation-completes-acquisition-of-biophero-aps-301589023.html
Unity is merging with ironSource in an all-stock deal valuing Ironsource at $4.4B in a big consolidation play for gaming,https://techcrunch.com/2022/07/13/sources-ironsource-and-unity-are-merging-in-a-big-consolidation-play-for-gaming-and-interactive-content/
Gallagher acquires Four Corners Group,https://www.insurancebusinessmag.com/ca/news/mergers-acquisitions/gallagher-acquires-four-corners-group-413625.aspx
Nordic private equity acquires Voff Premium Pet Food,https://www.petfoodprocessing.net/articles/15987-nordic-private-equity-acquires-voff-premium-pet-food
"Adani, Ambani to drive M&A deals",https://www.telegraphindia.com/business/adani-ambani-to-drive-ma-deals/cid/1874568
Informa is acquiring Industry Dive for up to $525 million,https://talkingbiznews.com/highlighted-news/informa-is-acquiring-industry-dive/
Industrial sensor group completes acquisition of battery PCS manufacturer Dynapower,https://www.energy-storage.news/industrial-sensor-group-completes-acquisition-of-battery-pcs-manufacturer-dynapower/
BD Completes Acquisition of Parata Systems,https://www.prnewswire.com/news-releases/bd-completes-acquisition-of-parata-systems-301587798.html
M&A Deals In Indian Startup Ecosystem At All-Time High; 165 In H1 2022,https://inc42.com/buzz/consolidation-wave-ma-deals-indian-startup-ecosystem-all-time-high-165-h1-2022/
The 12 biggest advice firm acquisitions of 2022 so far,https://citywire.com/new-model-adviser/news/the-12-biggest-advice-firm-acquisitions-of-2022-so-far/a2392645
Netflix-Microsoft Ad Deal Could Pave the Way for an Acquisition: Analyst,https://www.spiceworks.com/tech/tech-general/news/microsoft-netflix-deal-acquisition/
CDMO companies are becoming emerging technology leaders,https://www.ey.com/en_za/strategy/how-cdmo-companies-are-leading-innovation-for-pharmaceutical-partners
Davies completes Asta acquisition to form insurance services powerhouse,https://www.insurancebusinessmag.com/uk/news/mergers-acquisitions/davies-completes-asta-acquisition-to-form-insurance-services-powerhouse-413463.aspx
B. Riley Principal 150 Merger Corp. Announces Stockholder Approval of Business Combination with FaZe Clan Inc.,https://www.prnewswire.com/news-releases/b-riley-principal-150-merger-corp-announces-stockholder-approval-of-business-combination-with-faze-clan-inc-301587467.html
Twitter sues Elon Musk to force him to complete acquisition,https://www.cnn.com/2022/07/12/tech/twitter-elon-musk-acquisition-lawsuit/index.html
Sezzle Calls Off $356M Merger Deal,https://tcbmag.com/sezzle-calls-off-356m-merger-deal/
"Theravance, Ultragenyx strike pair of royalty sales worth $1.8B in total",https://www.fiercepharma.com/financials/royalties-royalty-theravance-sells-royalties-gsks-trelegy-royalty-pharma-131-billion
